title,news,index,url
"Coup attempt thwarted in Ukraine, Security Service says, as Hungary's Orbán arrives in Kyiv for talks",nbc,2183,https://www.nbcnews.com/news/world/ukraine-coup-attempt-zelenskyy-hungary-viktor-orban-russia-war-rcna159909
Title IX's 50th anniversary: Debate over transgender athletes rages,fox,1436,https://www.foxnews.com/sports/title-ix-anniversary-debate-transgender-athletes
Bad blood with Republicans drives a decline in Taylor Swift's poll numbers,nbc,3239,https://www.nbcnews.com/politics/bad-blood-republicans-drives-decline-taylor-swifts-poll-numbers-rcna172999
U.S. confirms Trump campaign claim it was breached by Iranian hackers,nbc,2972,https://www.nbcnews.com/tech/security/us-confirms-trump-campaign-claim-was-breached-iranian-hackers-rcna167285
Same poll taken one month apart shows which presidential candidate has momentum in key states,fox,982,https://www.foxnews.com/politics/same-poll-taken-one-month-apart-shows-which-presidential-candidate-has-momentum-key-states
"What would a President Pritzker do on immigration, border crisis?",fox,456,https://www.foxnews.com/politics/what-would-president-pritzker-do-immigration-border-crisis
"In college football showdown, Texas will try beating Georgia at its own game ",nbc,3733,https://www.nbcnews.com/sports/college-football/college-football-showdown-texas-will-try-beating-georgia-game-rcna175573
Banned political ads found on TikTok weeks ahead of 2024 elections,nbc,2899,https://www.nbcnews.com/tech/social-media/tiktok-ads-videos-election-politics-2024-rcna161234
Israel launches invasion into southern Lebanon targeting Hezbollah,nbc,2691,https://www.nbcnews.com/news/world/israel-lebanon-ground-invasion-rcna172913
‘American Idol’ judge Luke Bryan shares which stars have been ‘in the talks’ to replace Katy Perry on hit show,fox,381,https://www.foxnews.com/entertainment/american-idol-judge-luke-bryan-shares-which-stars-have-been-in-talks-replace-katy-perry-hit-show
Taylor Swift draws ire of conservatives after Chiefs win AFC championship ,nbc,3543,https://www.nbcnews.com/pop-culture/taylor-swift-draws-ire-conservatives-chiefs-win-afc-championship-rcna136185
DNC 2024 highlights: Barack Obama praises Harris and Biden in keynote convention speech,nbc,2935,https://www.nbcnews.com/politics/2024-election/live-blog/election-2024-dnc-live-updates-rcna165227/rcrd52685?canonicalCard=true
Supreme Court stays out of fight over transgender student bathroom access,nbc,3374,https://www.nbcnews.com/politics/supreme-court/supreme-court-stays-fight-transgender-student-bathroom-access-rcna132245
Kamala Harris receives worst vice presidential rating in NBC News poll's history,fox,1010,https://www.foxnews.com/media/kamala-harris-receives-worst-vice-presidential-rating-nbc-news-polls-history.print
Elon Musk has given nearly $75 million to his pro-Trump super PAC,nbc,2295,https://www.nbcnews.com/politics/2024-election/elon-musk-nearly-75-million-trump-super-pac-rcna175639
HBO's 'The Last of Us' adaptation is a milestone for LGBTQ gamers,nbc,3794,https://www.nbcnews.com/nbc-out/out-pop-culture/hbos-last-us-adaptation-milestone-lgbtq-gamers-rcna67082
"Clinton pollster suggests 'internal friction' between Obama, Biden camps after Trump-friendly shock poll",fox,662,https://www.foxnews.com/media/clinton-pollster-suggests-internal-friction-obama-biden-camps-trump-friendly-shock-poll.print
"Dem strategists fret Harris 'sugar high' is over: 'If you're not nervous, you're not paying attention'",fox,1885,https://www.foxnews.com/politics/dem-strategists-fret-harris-sugar-high-over-if-youre-not-nervous-youre-not-paying-attention
"Democrats intensify their IVF messaging in new billboards, tying Trump to the Alabama ruling",nbc,2751,https://www.nbcnews.com/politics/2024-election/democrats-ivf-messaging-new-billboards-trump-alabama-ruling-rcna140530
Trump vows to 'stop' gender-affirming care for minors if re-elected president,nbc,3442,https://www.nbcnews.com/politics/2024-election/trump-vows-stop-gender-affirming-care-minors-re-elected-president-rcna68461
Jelly Roll ‘had a lot of time’ to write songs in prison before finding massive success in country music,fox,1783,https://www.foxnews.com/entertainment/jelly-roll-had-lot-time-write-songs-prison-before-finding-massive-success-country-music
How different turnout models change the NBC News poll results,nbc,3424,https://www.nbcnews.com/politics/2024-election/different-turnout-models-change-nbc-news-poll-results-rcna175096
Rep. Jasmine Crockett humanizes Harris — and introduces herself to the nation ,nbc,2974,https://www.nbcnews.com/politics/congress/rep-jasmine-crockett-humanizes-harris-introduces-nation-rcna167420
Trump pushes false claims about mail-in vote fraud. Here are the facts.,nbc,2885,https://www.nbcnews.com/politics/donald-trump/trump-pushes-false-claims-about-mail-vote-fraud-here-are-n1180566
How the Florida judge overseeing Trump's trial could hobble the Justice Department's case,nbc,2866,https://www.nbcnews.com/politics/donald-trump/florida-judge-overseeing-trumps-trial-hobble-justice-departments-case-rcna88694
International destinations you can travel to this summer for the ultimate vacation,fox,845,https://www.foxnews.com/lifestyle/international-destinations-visit-summer-ultimate-vacation
"1 year after Hezbollah strikes, Israel reinforces troops and questions mount over ‘limited’ operation",fox,542,https://www.foxnews.com/politics/one-year-after-hezbollah-strikes-israel-reinforces-troops-questions-mount-over-limited-operation.print
DNC 2024 highlights: Biden passes torch to Harris in Democratic convention speech,nbc,2025,https://www.nbcnews.com/politics/2024-election/live-blog/dnc-2024-live-updates-rcna165226/rcrd52541?canonicalCard=true
Florida House Primary Results 2024,nbc,2426,https://www.nbcnews.com/politics/2024-primary-elections/florida-house-results
"Hurricane Milton tracker: See map, forecast and status",nbc,3614,https://www.nbcnews.com/weather/hurricanes/hurricane-milton-tracker-map-path-forecast-status-rcna174747
Harris calls for eliminating filibuster to pass 'Roe' abortion bill into federal law,fox,1196,https://www.foxnews.com/politics/harris-calls-eliminating-filibuster-pass-roe-abortion-bill-federal-law
IDF uncovers massive smuggling tunnel for vehicles on Gaza-Egypt border,fox,1102,https://www.foxnews.com/world/idf-uncovers-massive-smuggling-tunnel-vehicles-gaza-egypt-border
"U.S., U.K. among 9 countries pausing funding to UNRWA amid allegations 12 employees were part of Oct. 7 attack",nbc,3341,https://www.nbcnews.com/news/world/us-uk-8-countries-pausing-funding-unrwa-allegations-12-employees-part-rcna136030
"North Carolina GOP goes on offense, pushing ambitious agenda with new supermajority in state House",fox,1598,https://www.foxnews.com/politics/north-carolina-gop-goes-offense-pushing-ambitious-agenda-new-supermajority-state-house
Clippers star Kawhi Leonard reportedly out indefinitely with knee inflammation,nbc,2259,https://www.nbcnews.com/news/clippers-star-kawhi-leonard-reportedly-indefinitely-knee-inflamaation-rcna175999
"How would a President Whitmer handle immigration, border crisis?",fox,1659,https://www.foxnews.com/politics/how-would-president-whitmer-handle-immigration-border-crisis
"Harris rallies in a Pennsylvania bellwether county, calling Trump too 'unstable and unhinged' to be president",nbc,2367,https://www.nbcnews.com/politics/2024-election/kamala-harris-rallies-pennsylvania-bellwether-county-focuses-blue-wall-rcna175046
"Meet the American who invented Buffalo wings, disrupted entire chicken industry",fox,1610,https://www.foxnews.com/lifestyle/meet-american-invented-buffalo-wing-disrupted-chicken-industry
Trump sounds alarm on illegal immigrant murderers: 'A lot of bad genes in our country',fox,1048,https://www.foxnews.com/politics/trump-sounds-alarm-illegal-immigrant-murderers-bad-genes-in-country.print
"As Israel debates West Bank annexation, here's what two former peace envoys think",nbc,3260,https://www.nbcnews.com/news/world/israel-debates-west-bank-annexation-here-s-what-two-former-n1231302
"Ratan Tata, who put India's Tata Group on the global map, dies at 86",nbc,2364,https://www.nbcnews.com/news/world/ratan-tata-put-indias-tata-group-global-map-dies-86-rcna174802
"Harris claims Trump abortion platform makes ‘no exception,’ moments after Trump says the opposite",fox,898,https://foxnews.com/politics/harris-claims-trump-abortion-platform-makes-no-exception-moments-after-trump-says-opposite-absolute-lie
"Adoption fraud was widespread for many South Koreans adopted into Western countries, AP finds",nbc,3025,https://www.nbcnews.com/news/asian-america/korean-adoptees-adoption-fraud-rcna172247
"Johnson grills DHS on migrant releases, as GOP pressure builds on border crisis",fox,237,https://www.foxnews.com/politics/johnson-dhs-migrant-releases-gop-border-crisis
"9 best prepared meal delivery services in 2024, according to our editors",nbc,3362,https://www.nbcnews.com/select/shopping/best-prepared-meal-delivery-services-ncna1295380
Colorado district equity docs reveal methodical system to deceive parents on in-school social transitions,fox,1611,https://www.foxnews.com/media/colorado-district-created-methodical-system-deceive-parents-in-school-social-transitions
"On this day in history, September 21, 1780, Benedict Arnold betrays cause of American independence",fox,1133,https://www.foxnews.com/lifestyle/this-day-history-sept-21-1780-benedict-arnold-betrays-cause-american-independence.print
"'Swifties for Kamala' joins forces with Carole King and Elizabeth Warren to raise $142,000",nbc,2476,https://www.nbcnews.com/pop-culture/taylor-swift-fans-kamala-harris-fundraiser-zoom-carole-king-rcna168607
Netanyahu fitted with pacemaker in emergency procedure as Israel is convulsed ahead of key vote,nbc,2592,https://www.nbcnews.com/news/world/israels-netanyahu-taken-hospital-heart-procedure-saturday-night-rcna95757
Trump-Harris debate: Sen Rick Scott identifies 'biggest thing' that can help former president,fox,163,https://www.foxnews.com/politics/trump-harris-debate-sen-rick-scott-identifies-biggest-thing-can-help-former-president
7 highly rated ice cream makers for homemade frozen treats ,nbc,2178,https://www.nbcnews.com/select/shopping/best-ice-cream-makers-ncna1306882
Trump calls for CBS to lose its broadcasting license amid '60 Minutes' controversy: 'UNPRECEDENTED SCANDAL!',fox,1681,https://www.foxnews.com/media/trump-calls-cbs-lose-its-broadcasting-license-amid-60-minutes-controversy-unprecedented-scandal
Why JD Vance is concentrating on these 3 states: 'Red wall in November',fox,252,https://www.foxnews.com/politics/why-jd-vance-concentrating-three-states-red-wall-november
"From a 'wake' to 'Mardi Gras': With Harris, the Democratic convention is a hot ticket ",nbc,2646,https://www.nbcnews.com/politics/2024-election/harris-democratic-convention-hot-ticket-rcna165249
"6 great, under bed storage containers",nbc,2272,https://www.nbcnews.com/select/shopping/best-under-bed-storage-ncna1263210
"Secretary of State Blinken says he spoke this week with Paul Whelan, former Marine imprisoned in Russia",nbc,2969,https://www.nbcnews.com/politics/politics-news/secretary-state-blinken-says-spoke-paul-whelan-week-rcna138703
'America's Got Talent' judges speak out about Simon Cowell's injury: 'We miss our boss',fox,930,https://www.foxnews.com/entertainment/simon-cowell-injury-americas-got-talent-judges-react
New poll reveals what Democrats think of Harris as president,fox,1839,https://foxnews.com/politics/new-poll-reveals-what-democrats-think-harris-president
"Netanyahu won’t agree to hostage release deal unless it polls well for him, Israeli families say they were told",nbc,3075,https://www.nbcnews.com/news/world/israel-hamas-war-hostage-deal-netanyahu-polls-families-rcna154841
"13 best pruning shears, according to gardeners",nbc,2095,https://www.nbcnews.com/select/shopping/best-pruners-gardening-shears-ncna1294550
Former officer gets reduced Jan. 6 sentence thanks to Supreme Court ruling,nbc,3449,https://www.nbcnews.com/politics/justice-department/jan-6-rioter-sentence-reduced-supreme-court-obstruction-ruling-rcna169442
'Top Gun: Maverick' star Glen Powell addresses affair rumors with co-star Sydney Sweeney,fox,1791,https://www.foxnews.com/entertainment/top-gun-maverick-star-glen-powell-affair-rumors-co-star-sydney-sweeney
Biden administration lifts Trump-era restrictions stalling Puerto Rico hurricane aid,nbc,2117,https://www.nbcnews.com/news/latino/biden-administration-lifts-trump-era-restrictions-stalling-puerto-rico-hurricane-n1264672
"Cities look to trees to combat heat islands, but growth is slow",nbc,2374,https://www.nbcnews.com/science/science-news/cities-look-trees-combat-heat-islands-growth-slow-rcna25327
"Donald Trump officially accepts GOP nomination for POTUS, recounts assassination attempt",fox,1090,https://www.foxnews.com/live-news/rnc-republican-national-convention-2024-july-18-2024
Iran attack: Tehran warns of 'severe' retaliation to any new Israeli attack,nbc,3028,https://www.nbcnews.com/news/world/live-blog/iran-attack-live-updates-rcna148136
"Looming Mideast peace deal amounts to Netanyahu-Trump pact, experts say",nbc,2585,https://www.nbcnews.com/news/world/looming-mideast-peace-deal-amounts-netanyahu-trump-pact-experts-say-n1124481
Trans child molester sentenced for killing friend with a rock in fight over $100,fox,1181,https://www.foxnews.com/us/trans-child-molester-sentenced-killing-friend-rock-fight-over-100
Bob Woodson: Black History Month – here's how we celebrate resilience and the promise of 1776,fox,593,https://www.foxnews.com/opinion/black-history-month-1776-unites-resilience-bob-woodson
"Trump assassination attempt suspect's former neighbor says family was 'weird,' kept a 'horse in the house'",fox,677,"https://www.foxnews.com/us/trump-assassination-attempt-suspects-former-neighbor-says-family-weird-kept-horse-house#&_intcmp=fnhpbt1,hp1bt"
"Israel says it conducted retaliatory strikes against Hezbollah in Lebanon, struck Hamas in Gaza",fox,41,https://www.foxnews.com/world/israel-says-conducted-retaliatory-strikes-against-hezbollah-lebanon-struck-hamas-gaza.print
"Biden's 'disaster' debate performance sparks media meltdown, calls for him to withdraw from 2024 race",fox,1564,https://www.foxnews.com/media/bidens-disaster-debate-performance-sparks-media-meltdown-calls-withdraw-2024-race
"What to buy (and skip) this 4th of July, according to experts ",nbc,2273,https://www.nbcnews.com/select/shopping/what-to-shop-4th-of-july-rcna158877
"How to shop for the best eco-friendly laundry detergents, according to experts",nbc,2825,https://www.nbcnews.com/select/shopping/best-eco-friendly-laundry-detergents-ncna1298853
Massacre by Iran's terror proxy Hezbollah could lead to full-blown war in Mideast,fox,1764,https://www.foxnews.com/world/massacre-by-irans-terror-proxy-hezbollah-could-lead-full-blown-war-mideast.print
Taylor Swift announces new music after being scared by seemingly possessed piano during Eras Tour,fox,243,https://www.foxnews.com/entertainment/taylor-swift-new-music-scared-seemingly-possessed-piano-during-eras-tour
"Nearly 20 years since 9/11 terror attacks, first FDNY chief on scene honors 'Ordinary Heroes'",fox,1124,https://www.foxnews.com/us/pfeifer-fdny-9-11-terror-attacks-fdny-chief-groud-zero-heroes
Gretchen Whitmer rejects polls showing Harris up 5 points against Trump in Michigan: 'It's just not true',fox,1339,https://www.foxnews.com/media/gretchen-whitmer-rejects-polls-showing-harris-up-5-points-against-trump-michigan-not-true
Katy Perry exits ‘American Idol’: ‘This is my last season’,fox,1461,https://www.foxnews.com/entertainment/katy-perry-exits-american-idol
"Mental health improves with 20 seconds of daily affirmations, study finds: ‘Self-care strategy’",fox,1660,https://www.foxnews.com/health/mental-health-improves-20-seconds-daily-affirmations-study-self-care-strategy
'The View' co-host to lead anti-Trump event in Pennsylvania,fox,1421,https://www.foxnews.com/media/the-view-co-host-lead-anti-trump-event-pennsylvania.print
Top New York Republican scorches state Dems' effort to ban gas stoves: 'An attack on working people',fox,261,https://www.foxnews.com/politics/top-new-york-republican-scorches-state-dems-effort-ban-gas-stoves-attack-working-people
"Harris proposes major corporate tax hike, reversing Trump era cuts",fox,1446,https://www.foxnews.com/politics/harris-proposes-hiking-corporate-tax-rate-reversing-trump-era-business-tax-cuts
"Vivek Ramaswamy calls Rep. Ayanna Pressley, author Ibram Kendi part of 'modern KKK'",nbc,2979,https://www.nbcnews.com/politics/2024-election/vivek-ramaswamy-calls-rep-ayanna-pressley-author-ibram-kendi-part-mode-rcna101873
"The best handheld gaming consoles, according to experts",nbc,2530,https://www.nbcnews.com/select/shopping/best-handheld-gaming-systems-ncna1291097
Parents' rights groups are the newest addition to Southern Poverty Law Center's 'Hate and Extremism' report,fox,834,https://www.foxnews.com/media/parents-rights-groups-newest-addition-southern-poverty-law-centers-hate-extremism-report
"Israel faces a genocide case, and comments on displacing Gazans could complicate its defense",nbc,2921,https://www.nbcnews.com/news/world/south-africa-israel-genocide-case-icj-gaza-displacement-rcna132021
VP Kamala Harris could name one of these 5 Democrats as her running mate,fox,1510,https://www.foxnews.com/politics/vp-kamala-harris-could-name-one-5-democrats-her-running-mate
"Confronted by a Republican voter about the Jan. 6 riot, Trump says 'nothing' was done wrong that day",nbc,2859,https://www.nbcnews.com/politics/2024-election/trump-says-nothing-was-done-wrong-jan-6-republican-voter-confronts-rcna175755
"If Kamala Harris wants price controls, here's where she should start",fox,1457,https://www.foxnews.com/opinion/kamala-harris-wants-price-controls-heres-where-she-should-start
Planning a 2-week vacation getaway? Experts say workers should think again,fox,340,https://www.foxnews.com/lifestyle/planning-vacation-experts-workers-think
Howard Stern tells Harris sun will 'go out' if she loses: 'We're in for the darkest skies on the planet',fox,1702,https://www.foxnews.com/media/howard-stern-tells-harris-sun-go-out-she-loses-were-darkest-skies-planet.print
"20 worst places to live if you have asthma, per major health organization",fox,748,https://www.foxnews.com/health/20-worst-places-live-have-asthma-major-health-organization
What is Angelman syndrome? Colin Farrell’s son is living with this rare disease,fox,1720,https://www.foxnews.com/health/angelman-syndrome-colin-farrells-son-living-rare-disease.print
"Don Lemon dropped by X, claims Elon Musk retaliated over their interview: He's 'mad at me'",fox,480,https://www.foxnews.com/media/don-lemon-dropped-by-x-claims-elon-musk-retaliated-over-their-interview
Former LPGA Tour golfer Amy Olson calls trans player's Q School participation 'unfair',fox,1507,https://www.foxnews.com/sports/former-lpga-tour-golfer-amy-olson-calls-trans-players-q-school-participation-unfair
DeSantis debate memo urges him to defend Trump and take 'a sledge-hammer' to Ramaswamy,nbc,2110,https://www.nbcnews.com/politics/2024-election/desantis-debate-memo-urges-defend-trump-attack-ramaswamy-rcna100414
Is it TikTok? Here’s why some young Americans sympathize with Palestinians,nbc,3061,https://www.nbcnews.com/tech/internet/tiktok-s-young-americans-sympathize-palestinians-rcna124476
Walz silent on support for eliminating Electoral College after Harris camp says it doesn't back ban,fox,783,https://www.foxnews.com/politics/walz-silent-support-eliminating-electoral-college-after-harris-camp-says-doesnt-back-ban.print
"How to buy the best cat litter box, according to veterinarians",nbc,3257,https://www.nbcnews.com/select/shopping/best-cat-litter-boxes-ncna1303837
Israel and Hamas reach deal to release 50 hostages and pause fighting for 4 days in Gaza,nbc,2685,https://www.nbcnews.com/news/world/hostage-deal-reached-hamas-release-50-israelis-rcna126146
"Israel seizes trove of intelligence on Hamas in Gaza offensive, officials say",nbc,3402,https://www.nbcnews.com/news/world/israel-seizes-trove-intelligence-hamas-gaza-us-help-rcna144365
Israeli Cabinet members join thousands marching to West Bank in a sign the right-wing government hopes to accelerate settlements,nbc,3044,https://www.nbcnews.com/news/world/israeli-cabinet-members-join-thousands-marching-west-bank-sign-right-w-rcna79146
Trump courts rappers as surrogates for his campaign to win more voters of color,nbc,2011,https://www.nbcnews.com/politics/donald-trump/trump-courts-rappers-surrogates-campaign-win-voters-color-rcna157972
"Kari Lake wins Arizona GOP Senate primary, setting up a key race against Democrat Ruben Gallego",nbc,2375,https://www.nbcnews.com/politics/2024-election/kari-lake-wins-arizona-gop-senate-primary-ruben-gallego-rcna164043
Donald Trump has picked his running mate and they will be at Thursday's debate,fox,1565,https://www.foxnews.com/politics/what-donald-trump-told-us-weekend-about-his-search-running-mate
U.S. and Israel increasingly isolated amid growing cease-fire calls,nbc,2922,https://www.nbcnews.com/news/world/live-blog/israel-hamas-war-live-updates-us-israel-increasingly-isolated-growing-rcna129223
Bahrain becomes second Arab nation to recognize Israel in less than a month,nbc,2498,https://www.nbcnews.com/news/world/bahrain-becomes-second-arab-nation-recognize-israel-less-month-n1239894
"Delphi murder trial: Richard Allen used power and fear to kill the teen victims, prosecutors say in their opening statement",nbc,3742,https://www.nbcnews.com/news/us-news/delphi-murders-trial-richard-allen-used-power-fear-kill-teen-victims-p-rcna176090
Microplastics found in fresh snow on Antarctica,nbc,2682,https://www.nbcnews.com/science/environment/microplastics-found-fresh-snow-antarctica-rcna32862
Biden to take executive action on abortion access following immense pressure from Democrats,fox,1271,https://www.foxnews.com/politics/biden-executive-action-abortion-access-pressure-democrats.print
"American father of Hamas hostage Itay Chen pushes US, Israel on ‘Plan B’ as negotiations falter",fox,1818,https://www.foxnews.com/world/american-father-hamas-hostage-itay-chen-pushes-us-israel-plan-b-negotiations-falter.print
Florida beach living is the carefree answer for one caregiving couple,fox,1127,https://www.foxnews.com/lifestyle/florida-beach-living-carefree-answer-caregiving-couple.print
Biden ripped for gun control speech hours after Hunter's firearm conviction: 'We live in clown world',fox,626,https://www.foxnews.com/media/biden-ripped-gun-control-speech-hours-after-hunters-firearm-conviction-we-live-clown-world
"Democrats privately concerned Biden campaign is 'doomed,' worry Trump may even win blue states: report",fox,347,https://www.foxnews.com/media/democrats-privately-concerned-biden-campaign-doomed-worry-trump-win-blue-states-report.print
"Battles rage across Gaza as death toll tops 35,000 and tens of thousands evacuate Rafah",nbc,2686,https://www.nbcnews.com/news/world/israel-hamas-war-gaza-battles-jabalia-rafah-evacuations-rcna151852
Election 2024: Harris visits the southern border; Trump meets with Ukraine's Zelenskyy,nbc,2423,https://www.nbcnews.com/politics/2024-election/live-blog/harris-trump-presidential-election-live-updates-rcna172165/rcrd57088?canonicalCard=true
Cubans brace for more hardship after the government announces tough economic measures,nbc,3488,https://www.nbcnews.com/news/latino/cuba-announces-tough-economic-measures-cubans-brace-hardship-rcna130861
"Rare US coin from 130 years ago worth millions, expert confirms only 9 could be out there",fox,979,https://www.foxnews.com/lifestyle/rare-us-coin-130-years-ago-worth-millions-expert-confirms-9-could-out-there
'America's Got Talent' judge Simon Cowell makes show history with shocking move,fox,1423,https://www.foxnews.com/entertainment/americas-got-talent-judge-simon-cowell-makes-show-history-shocking-move
Trump gets hit from all sides for testing a softer abortion message 'in order to win',nbc,3270,https://www.nbcnews.com/politics/donald-trump/trump-gets-hit-sides-testing-softer-abortion-message-order-win-rcna105802
Meet the American who invented Band-Aids: cotton buyer and devoted husband Earle Dickson,fox,1765,https://www.foxnews.com/lifestyle/meet-american-who-invented-band-aids-cotton-buyer-devoted-husband-earle-dickson
Trump set to host rally in Biden's home state ahead of hush money trial,fox,911,https://www.foxnews.com/politics/trump-set-host-rally-bidens-home-state-hush-money-trial
Apple opens first India store as fans take selfies with CEO Tim Cook,nbc,2377,https://www.nbcnews.com/news/world/apple-opens-first-india-store-tim-cook-rcna80156
"Dolly Parton removes herself from Rock & Roll Hall of Fame nomination, says she hasn't 'earned that right'",fox,632,https://www.foxnews.com/entertainment/dolly-parton-removes-herself-rock-roll-hall-of-fame-nomination
Maple butter offers a sweet and secret taste of springtime in North America,fox,1586,https://www.foxnews.com/lifestyle/maple-butter-offers-sweet-secret-taste-springtime-north-america
"Rachel Morin murder: Maryland police tie crime scene DNA to Los Angeles assault, home invasion",fox,445,https://www.foxnews.com/us/rachel-morin-murder-maryland-police-discuss-potential-suspect-womans-mysterious-death.print
Time magazine owner takes Kamala Harris to task for denying interview requests: 'We believe in transparency',fox,617,https://www.foxnews.com/media/time-magazine-owner-takes-kamala-harris-task-denying-interview-requests-we-believe-transparency
JD Vance clashes with ABC News host over migrant gang presence in Colorado: 'Do you hear yourself?',fox,1966,https://www.foxnews.com/media/jd-vance-clashes-abc-news-host-over-migrant-gang-presence-colorado-do-you-hear-yourself.print
Hakeem Jeffries boasts Democrats are 'effectively' governing as the majority in the House: 'Just the facts',fox,1725,https://www.foxnews.com/media/hakeem-jeffries-boasts-democrats-effectively-governing-majority-house-just-facts
Jan. 6 panel warns of attempts to 'influence' witnesses by Trump allies,nbc,2063,https://www.nbcnews.com/politics/congress/jan-6-panel-warns-attempts-influence-witnesses-trump-allies-rcna35800
"Canada expels top India diplomats, links them to murder of Sikh leader",nbc,2104,https://www.nbcnews.com/news/world/canada-expels-top-india-diplomats-links-murder-sikh-leader-rcna175414
"Hero Trump rally victim Corey Comperatore died shielding family and 'would've done it again,' friend says",fox,1822,https://www.foxnews.com/us/hero-trump-rally-victim-corey-comperatore-died-shielding-family-wouldve-done-again-friend-says
The 55 best Valentine’s Day gifts for her in 2024,nbc,3225,https://www.nbcnews.com/select/shopping/valentines-day-gifts-her-ncna1288265
Tim Walz’s claims about using IVF to have family aren’t exactly true,fox,1729,https://www.foxnews.com/politics/tim-walz-claims-using-ivf-have-family-arent-exactly-true-report
Biden gives 3-word response when asked when he'll debate Trump,fox,1979,https://www.foxnews.com/politics/biden-gives-word-response-when-asked-when-hell-debate-trump
15 bestselling car accessories on Amazon to shop right now,nbc,2009,https://www.nbcnews.com/select/shopping/best-car-accessories-amazon-ncna1303524
Rachel Maddow defends MSNBC's refusal to air Trump's Iowa victory speech: ‘Not out of spite’,fox,353,https://www.foxnews.com/media/rachel-maddow-defends-msnbcs-refusal-air-trumps-iowa-victory-speech-not-spite
Tales from The Trail: Trump 'unleashed' with criminal trial over,fox,1232,https://www.foxnews.com/politics/tales-from-trail-verdict-trial-over-trump.print
'High School Musical' star Joshua Bassett says he is 'sick' over 'absolutely false' sex assault accusation,fox,613,https://www.foxnews.com/entertainment/high-school-musical-joshua-bassett-absolutely-false-sex-assault-accusation
"Texas human trafficking crash leaves two migrants dead, a dozen others injured",fox,1503,https://www.foxnews.com/us/texas-human-trafficking-crash-leaves-two-migrants-dead-dozen-others-injured.print
Biden admin unveils latest crackdown on oil and gas industry at UN climate conference,fox,1593,https://www.foxnews.com/politics/biden-admin-unveils-latest-crackdown-oil-gas-industry-un-climate-conference
Trump fan featured in Biden ad admits assaulting officers with bear spray on Jan. 6,nbc,2232,https://www.nbcnews.com/politics/justice-department/trump-supporter-bear-spray-police-jan-6-biden-ad-plea-guilty-rcna171804
U.S. sees promising 'breakthrough' in Israel-Hamas cease-fire talks,nbc,3534,https://www.nbcnews.com/news/world/israel-gaza-hamas-war-cease-fire-talks-us-breakthrough-rcna160368
Feds boost reward to $500K for information on Capitol pipe bomber ,nbc,2405,https://www.nbcnews.com/politics/justice-department/feds-boost-reward-500k-information-capitol-pipe-bomber-rcna64268
"Trump blasts Covid relief bill just passed by Congress, demands changes",nbc,3574,https://www.nbcnews.com/politics/congress/congress-vote-second-covid-19-relief-package-n1251966
"Black Lives Matter blames US, praises Cuban regime, social media erupts",fox,57,https://www.foxnews.com/politics/black-lives-matter-blames-us-praises-cuban-regime-social-media-erupts
'We don't deserve this': 10-year-old girl reflects on destruction in Gaza City,nbc,3781,https://www.nbcnews.com/news/world/we-don-t-deserve-10-year-old-girl-reflects-destruction-n1267576
101+ Latino-owned businesses to support in 2024 and beyond,nbc,2020,https://www.nbcnews.com/select/shopping/latino-owned-businesses-shop-ncna1281477
The Taliban publish vice laws that ban women's voices and bare faces in public,nbc,3643,https://www.nbcnews.com/news/world/taliban-publish-laws-ban-womens-voices-bare-faces-public-rcna167904
Luke Bryan’s son surprised Katy Perry with a very odd question for his dad,fox,1253,https://www.foxnews.com/entertainment/luke-bryans-son-surprised-katy-perry-odd-question-his-dad
South Korea responds to North’s trash balloons with loudspeaker broadcasts,nbc,3169,https://www.nbcnews.com/news/world/korea-trash-balloons-loudspeaker-broadcasts-rcna162883
"How to thoroughly clean your fridge, according to experts",nbc,3779,https://www.nbcnews.com/select/shopping/how-to-clean-fridge-rcna145521
Israel's Knesset votes overwhelmingly against Palestinian statehood as Netanyahu prepares for U.S. visit,nbc,2222,https://www.nbcnews.com/news/world/israels-knesset-votes-overwhelmingly-palestinian-statehood-netanyahu-p-rcna162466
Fox News Poll: Harris tops Trump by two points,fox,1995,https://www.foxnews.com/official-polls/fox-news-poll-harris-tops-trump-two-points
The Super Bowl and the NFL defy partisan trends,nbc,3117,https://www.nbcnews.com/meet-the-press/data-download/super-bowl-nfl-defy-partisan-trends-us-rcna70272
Harris was 'open' to packing Supreme Court during 2019 presidential bid,fox,1896,https://www.foxnews.com/politics/harris-open-packing-supreme-court-during-2019-presidential-bid.print
Israel launches airstrikes in Gaza after deadly West Bank raid sparked rocket fire,nbc,3599,https://www.nbcnews.com/news/world/israel-airstrikes-gaza-rockets-deadly-west-bank-raid-nablus-rcna71917
Cracks in the wall of media praise for Harris? Multiple outlets eviscerate VP over price control plan,fox,560,https://www.foxnews.com/media/cracks-wall-media-praise-harris-multiple-outlets-eviscerate-vp-over-price-control-plan
Emma Weyant: Second-place finisher in Lia Thomas' NCAA championship race won Olympic medal in 2021,fox,707,https://www.foxnews.com/sports/emma-weyant-olympic-medalist-lia-thomas-ncaa-championships
One Direction singer Liam Payne's cause of death revealed in preliminary autopsy report,fox,1656,https://www.foxnews.com/entertainment/one-direction-singer-liam-payne-cause-death-revealed-preliminary-autopsy-report.print
"John Lennon’s final days were blissful as he thrived on music, book says: ‘You can feel this positive emotion'",fox,424,https://www.foxnews.com/entertainment/john-lennon-final-days-1980-music-dakota
