title,news
Ex-MLB star Jonathan Lucroy calls for voter ID requirement in elections,fox
Coronavirus pandemic prevents veterans from receiving final military funeral honors,fox
Farrakhan tells 'sweetheart' Rep. Omar not to apologize for Israel comments,fox
Patrick Mahomes on shaking hands with COVID-positive player: 'It was a little bit of a mental lapse',fox
"""Accidental Presidents, Part 5: Conspiracy, murder, and a near constitutional crisis""",fox
Lingerie company puts out 'sexy Mister Rogers' Halloween costume,fox
US rebukes Germany for refusal to say Iran's threat to destroy Israel is anti-Semitic,fox
Super Bowl champ arrested on drug charges for 2nd time in 8 months,fox
"""Scattered rain, snow hit Central Plains; major flooding continues across Missouri, Mississippi River basins""",fox
Cleared 'Trump Train' defendants liken their case to 'lawfare' campaign against former president,fox
Is Brazil ready to join NATO?,fox
Lordstown Endurance electric racing truck revealed ahead of San Felipe 250,fox
"""800-pound bison does 'happy dance' to celebrate first day of spring, video shows""",fox
Tucker Carlson: The left wants to take away your straws – but ignores actual environmental problems,fox
MSNBC's Chuck Todd sounds the alarm on Trump: 'The national nightmare is upon us',fox
China threatens retaliation after US orders closure of Houston consulate,fox
‘Symbolic’ $4.6B punishment against cartel that murdered Americans takes creative legal turn to become reality,fox
Mariah Carey dismisses 10 Year Challenge: ‘Time is not something I acknowledge’,fox
LSU's Olivia Dunne claps back at critics over NIL deals: 'Is this too much?',fox
"""Despite Taylor Swift starpower, 2019 VMA ratings were lowest ever""",fox
Bernie Sanders under siege at critical 2020 moment: ‘The problem has to be dealt with’,fox
"""Mark Ruffalo calls for 'economic revolution,' bashes capitalism on social media""",fox
Biden says he would not have ordered drone strike that killed Soleimani,fox
"""Meghan Markle parallels Pippa Middleton, but they don't get along, royal expert claims""",fox
"""NASA astronaut eyes moon jackpot, ranging from space mining to polar ice""",fox
Milley calls with Chinese counterpart 'were not secret': US officials,fox
"""Nkechi Diallo, aka Rachel Dolezal, reaches settlement in welfare fraud case""",fox
"""Mark Steyn on Hillary Clinton: 'This isn't funny anymore,' She's responsible for the last 2 years""",fox
‘White Lotus’ actor claims agent dropped him for refusing to reveal sexuality: ‘Pick a lane’,fox
Judge Jeanine: Social justice in America,fox
"""AOC reshapes Democratic Party from 'safe district,' Peggy Noonan writes""",fox
"""Ex-MLB star calls Trump's re-election the 'dawn of a new era,' offers reminder to Democrats""",fox
"""Lee Greenwood on the Bible, faith and 9/11: 'We pray for God's hand' over us all""",fox
Varney: Bernie Sanders' hospitalization may tip Democratic nomination to Elizabeth Warren,fox
America First Legal launches investigations into Biden-Harris administration mishandling of migrant gangs,fox
"""Mosquito-borne EEE virus kills Connecticut resident, death marks 3rd in state: officials""",fox
"""Twitter unveils 'Birdwatch,' a 'community-driven approach' to combat misleading information""",fox
Here's what California's radical reparations plan will cost taxpayers,fox
Spice Girl Emma Bunton accidentally sexted her mom a topless photo,fox
FBI re-evaluates human trafficking sting operation,fox
"""Operation targeting MS-13 gang in Texas nets nearly 2 dozen arrests, officials say""",fox
Democrats' flip-flop on border security has everything to do with 2020 (and nothing to do with immigration),fox
Mother’s last words to her kids before Mexican cartel slayings revealed,fox
"""1 dead, 2 missing as extreme flooding hinders rescues across Midwest""",fox
"""Jason Rantz: Portland and Antifa's occupied zone – it's CHAZ, the sequel. How will it end?""",fox
Johnny Jones: Why the number of US troops in Afghanistan doesn't matter,fox
Maria Shriver reveals she doesn't want to be called 'grandma': ‘I’m not embracing that name exactly’,fox
"""28-year-old coronavirus patient on recovery, 'frustrating' effort to get tested""",fox
Russian police caught on camera punching female protester in stomach,fox
Who's performing at 2021 Super Bowl? Full list of celebrity appearances,fox
"""George Floyd's family, county officials release autopsy results declaring homicide""",fox
"""Los opositores a la fallida medida de California para aumentar el salario mínimo dicen que los votantes """"tomaron la decisión correcta"""".""",fox
Residents in Biden’s childhood hometown of Scranton don't want him to run again: ‘Makes me cringe’,fox
Tammy Bruce: Investigate Haley allegation that Tillerson and Kelly conspired to undermine Trump,fox
A$AP Rocky says he's 'disappointed' at assault conviction over role in Stockholm street brawl,fox
Baker Mayfield says Tom Brady 'stressed out' the Buccaneers: 'High-strung environment',fox
US 'likely' to deploy anti-missile system to protect American troops in Iraq,fox
"""Hunter Biden's assistant was former Chinese government researcher, book says""",fox
Man arrested in '87 cold case slaying of soldier in Colorado,fox
Cornel West ditches Green Party; now running for president as an independent,fox
'She'll murder again': Accused killer girlfriend on run for 2 years after boyfriend was found dismembered,fox
Bruins' goalie Linus Ullmark becomes 8th netminder in NHL history to score goal on own shot,fox
"""What we thought we knew about T rex was wrong, researchers say in new study""",fox
Venice may put glass wall around St. Mark's Basilica to curb future flood damage,fox
"""Olympic failures show structural issues for US Soccer, MLS""",fox
"""Celebrities with face tattoos: Justin Bieber, Halsey and more""",fox
Army's 'Captain America' dies by suicide after nearly a dozen combat tours,fox
Tomi Lahren's message to Trump amid impeachment: 'Don't forget what got you elected',fox
Coast Guard hauls in $350M worth of cocaine from multiple drug busts in international waters,fox
Gina Carano says co-star Pedro Pascal advised her to 'Just put #transrights in your feed' to appease fans,fox
White House backs social media crackdown on 'misinformation' after Trump Facebook ruling,fox
"""Biden mocks Second Amendment supporters, says you 'need an F-16' to take on government""",fox
Ben Shapiro warns Republicans to shift priorities ahead of 2020: 'It's about winning the culture',fox
Angels fans let trash cans fly during game vs. Astros,fox
"""Minimum wage hikes trigger 'payroll tsunami,' as small businesses cut back""",fox
Raiders legend and Hall of Famer Tim Brown doesn't want Tom Brady in Vegas,fox
Maria Taylor really enjoyed introducing Malika Andrews amid Rachel Nichols ESPN drama,fox
"""Meet the American who created Air Jordan sneakers: Peter Moore, legend of global design""",fox
Trump calls Buttigieg a 'lousy mayor' who's 'going nowhere' after Iran criticism,fox
"""Ex-MLB star Jonathan Lucroy, who spoke on refusing to kneel for national anthem, says he’s getting hate mail""",fox
"""'Tumblegeddon': Washington highway closed for hours after piles of tumbleweed trap cars, semi-truck""",fox
AOC in PETA doghouse after adopting purebred French bulldog instead of setting example with rescue pup,fox
Gaetz demands answers on how FBI agents who kneeled for 2020 protesters allegedly got 'plum' promotions,fox
Sean Duffy: We still don't know what the agents were really looking for,fox
"""Beto haunted by past on campaign trail, despite controversial RNC tweet""",fox
Biden immigration orders raise COVID-19 concerns at the border,fox
Bride carries her premature baby down the aisle at hospital wedding,fox
California pastor who prophesied Kanye West's transformation 4 years ago predicts this about Trump,fox
Steve Hilton: How Trump will be remembered in history (and what the 2020 election will be really about),fox
"""On this day in history, October 31, 1926, escape artist Harry Houdini shackled eternally by Grim Reaper""",fox
"""Nevada Highway Patrol trooper barely avoids being hit by suspected impaired driver, video shows""",fox
SI Swimsuit finalist Jamea Lynee dispels notion modeling world is cliquey: ‘I’ve come across very sweet girls’,fox
"""Man runs race in full SWAT gear, saves a life, then proposes -- all in a matter of moments""",fox
Lori Loughlin's absence from ‘When Calls the Heart’ explained in its return to Hallmark Channel,fox
David Foster talks 35-year age gap with wife Katharine McPhee: 'We have it pretty together',fox
"""Lori Loughlin, Mossimo Giannulli will serve prison time or risk 'preferential treatment' outcry from public, says legal expert""",fox
Eye doctor warns against sleeping in contact lenses with graphic images: 'People need to see these',fox
"""Hoyer urges subpoena for Mueller, as Dems ramp up calls for testimony""",fox
"""40 years ago today, Ronald Reagan was shot outside a Washington hotel""",fox
'Fox & Friends' slams liberal outrage at Vince Vaughn for talking to Trump: 'Who cares?!',fox
Rob Gronkowski reiterates that he is definitely retired: 'I'm washed up',fox
Chinese ivory trafficker gets 15 years in Tanzanian sentence,fox
'Love Island' star Mike Thalassitis' death prompts past contestants to ask for 'help' with pressures of fame,fox
"""UK police fear Meghan Markle, Prince Harry's security costs will spiral out of control, report says""",fox
91-year-old vet becomes US citizen: 'This country has done more for me than I've contributed...it's made me a man',fox
"""Country singer Adam Doleac dishes on his new ‘Famous’ EP, how he’s pushing through the coronavirus pandemic""",fox
Democrats defend ongoing investigations of President Trump,fox
Coastal Carolina backup quarterback Bryce Carpenter arrested for allegedly slamming woman to ground,fox
Disgraced EcoHealth Alliance reaped nearly $100M in taxpayer funds since 2008,fox
$9M to quarantine fruit flies? Anti-government waste group exposes billions in pork-barrel spending,fox
Florida man ‘sick of caring’ for friend’s cats accused of killing felines: authorities,fox
2019 Jeep Wrangler Sahara test drive: The all-around Wrangler,fox
Pregnant Meghan Markle arrives in New York City for royal baby shower,fox
"""Police using AI could lead to 'predictive' crime prevention 'slippery slope,' experts argue""",fox
"""Michigan woman lives in a van, plans to visit every national park""",fox
Mueller appears to have edited voicemail transcript between John Dowd and Flynn lawyer,fox
"""Los Angeles to shut off water, power of nonessential businesses that refuse to close amid coronavirus""",fox
Ohio police officer charged with murder in Andre Hill death,fox
Photographer snaps funny picture of owl yawning,fox
Rush Limbaugh remembered by 'Bo Snerdley': 'Incredible human being' whose legacy continues,fox
'Duck Dynasty' star Phil Robertson reveals he has a daughter who he had previously never met,fox
"""32 paratroopers injured, 18 hospitalized in Mississippi Airborne exercise, officials say""",fox
"""The Amy Robach video leaker is all anybody at ABC News can talk about, sources say""",fox
America's strangest alligator encounters: See these 13 startling stories,fox
Trump opens door to DACA 'deal' if Supreme Court rules his way in landmark case,fox
"""AI can contain gender bias, leading to potential disadvantages for women, expert says""",fox
"""Hurricane Laura brings tornado threat after Louisiana landfall, Lake Charles 'severely damaged'""",fox
Wisconsin police say priest is being harassed for hunting deer on abbey grounds,fox
Two-time Cy Young winner Corey Kluber breaks pitching arm after being hit by 102 mph liner,fox
Massachusetts woman gets stuck 30 feet up in tree after chasing drone,fox
"""Pamela Anderson talks romance in digital world, says she still believes in love: 'I'll never give up'""",fox
Judge tells elderly pro-life activist concerned with dying in prison to 'make every effort to remain alive',fox
"""Brad Marchand returns for Bruins, set to play vs. Red Wings""",fox
"""Stepfather of missing Houston girl, 4, 'person of interest' in her disappearance, report says""",fox
Russia claims former Marine detained on spying charges is faking health problems in prison,fox
Supreme Leader: Iran will continue resisting US pressure,fox
AOC rankles Democrats again for campaigning against an incumbent: 'She has abandoned her colleagues',fox
Top Democrats fume after Trump expands travel ban to six new countries,fox
Rosa Parks' home goes on display in Italy,fox
Geena Davis says she once used Dustin Hoffman's advice to avoid Jack Nicholson's sexual advances,fox
"""David McCullough, American historian and Presidential Medal of Freedom recipient, dies at 89""",fox
Former MLB player sprints into stands at independent league game to confront heckling fan,fox
Progressive groups slam display of Pelosi's ice cream freezer as 'unforced error' during election,fox
"""The truth behind the $1,000,000 Jeep Gladiator pickup""",fox
"""India hits new record with COVID-19 infections, US vows aid""",fox
Jake Paul says he has to 'end' Mike Tyson as summer fight is sanctioned,fox
"""Despite Trump's warning, video appears to show Iran police firing at demonstrators""",fox
Fugitive Mexican police officer wanted in slaying of 19 migrants arrested in Texas,fox
Columbia University bars 70 MBA students from classes after trip to Turks and Caicos,fox
Suspected FBI informant linked to Russia 'smears' claims immunity afforded to government agents,fox
"""Billy Ray Cyrus 'keeps it real' in Super Bowl commercial, talks Kobe Bryant's legacy""",fox
Anti-sexual violence groups feel 'pinch' as government shutdown nears 2 weeks,fox
President Trump calls Kellyanne Conway's husband a 'wack job',fox
Epstein accuser says Prince Andrew told her 'thank you' after she was forced to have sex with him,fox
"""Ex-NFL star Alex Smith rips Commanders, Dan Snyder over multitude of 'distractions'""",fox
Kavanaugh assassination suspect portrayed himself online as ‘trans gamer girl’ named Sophie,fox
"""Kerry deflects question about why he released money to Iran, accused Trump of 'lies'""",fox
"""Germany, allies celebrate 30th anniversary of the Berlin Wall fall""",fox
Breaking down Biden's plan to purge military of conservatives,fox
Andrew McCarthy: Dems and media friends falsely portray Trump’s Ukraine call – Impeachment NOT justified,fox
Wild slow Avs' surge as Fiala's hat trick highlights 8-3 win,fox
"""SI Swimsuit model Camille Kostek dishes on her healthy habits: 'I don’t count calories, I count chemicals'""",fox
Chicago police fight 'doxing' attempts targeting officers amid George Floyd unrest,fox
UK's Boris Johnson welcomes replacing Obama-era Iran nuclear agreement with 'Trump deal',fox
"""Capitol riot: Dems seek documents, communications amid probes""",fox
Deaf 'AGT' star Mandy Harvey on inspiring others through singing: ‘It has given me the profound blessing’,fox
Can Mitt Romney actually be expelled from the Republican Party?,fox
Politicians look to separate Chicago from Illinois to create 51st state,fox
"""Astros manager, GM suspended, team fined for cheating during 2017 championship season: reports""",fox
LSU's Olivia Dunne ends NIL drama once and for all: 'Only taking steps forward',fox
NBC's Chuck Todd reveals it's his 'final summer' at 'Meet the Press': 'Important time for me personally',fox
Melissa Francis volunteers to 'lead the charge' to receive coronavirus antibody test,fox
Only 1 type of alien life-form could make it to Earth's doorstep: Harvard expert,fox
"""New York coronavirus curve 'flattening,' Cuomo says as state sees highest single day death toll""",fox
Sister of slain Army private Trump reportedly disparaged says The Atlantic misled her about story's focus,fox
"""Kansas lawmakers approve big measure in hopes of luring Chiefs, Royals""",fox
"""Tanya Roberts is dead, partner says after premature death declaration""",fox
"""Rhode Island woman who scammed friends, family in $10M Ponzi scheme gets 8 years""",fox
Todd Starnes: Franklin Graham has a warning for Christian 'influencers' renouncing their faith,fox
"""Facebook suppressed information on vaccines to avoid 'vaccine negative environment,' files show""",fox
President-elect Joe Biden to unveil COVID-19 task force,fox
"""‘Jeopardy!’ host Alex Trebek is leading his life ‘with dignity’ amid cancer treatments, says Rob Belushi""",fox
"""FLASHBACK: MSNBC, CNN, CBS told viewers Hunter Biden laptop story was Russian disinformation""",fox
What curfew? Miami spring breakers party on despite restrictions,fox
"""Comedian Brody Stevens, 48, dead of apparent suicide by hanging""",fox
"""Klobuchar calls immigration raids a distraction, calls them Trump's effort to 'make news'""",fox
Trump rips House Republican who voted to impeach him in message endorsing his rival,fox
Biden's claim to have no knowledge of Hunter's business dealings is becoming harder to maintain,fox
Keanu Reeves' picture among tools in China's crackdown on Uighur minority,fox
NY Rep. Zeldin launches 2022 gubernatorial campaign amid Cuomo controversies,fox
CDC: Stop washing your raw chicken,fox
"""FBI in possession of Hunter Biden's purported laptop, sources say""",fox
A timeline of Prince Philip's relationship with Queen Elizabeth,fox
'Tucker Carlson Tonight' obtains photo of Joe Biden golfing with his son and Ukrainian business partner,fox
Daily Caller reporters arrested while covering Louisville riots speak out about their experience,fox
Mississippi argues Brett Favre should remain in welfare lawsuit after motion to dismiss,fox
Murdaugh boat crash victim Mallory Beach's family gets $15M in wrongful death settlement,fox
"""Lara Logan on brutal attack that nearly killed her: 'I may have been a victim that night, but I am not a victim'""",fox
Man shoos 13-foot 'Bonecruncher' crocodile in viral video,fox
"""Toxic algae kills 3 dogs hours after they played in North Carolina pond, owner says""",fox
Matt Schlapp ‘very seriously’ considering entering Kansas Senate race,fox
4 Oath Keepers convicted of seditious conspiracy for roles in Jan. 6 riot,fox
'Meteor' over Los Angeles turns out to be stunt for last supermoon of 2019,fox
Pablo Escobar's brother made an 'unbreakable' smartphone and is using scantily clad women to sell it,fox
"""Oregon woman catches 'priceless' moment when man breaks into car, is caught on camera""",fox
"""Massive green energy company reports nearly $1 billion in losses, calls for 'further governmental action'""",fox
21 injured after explosion and fire breaks out on USS Bonhomme Richard at Naval Base San Diego,fox
Democrats call climate a national emergency while ripping Trump’s border wall declaration,fox
"""Trump declares 'socialism is dying' amid Venezuela 'catastrophe,' promises 'this will never happen to us'""",fox
Sylvester Stallone set to play 'Rambo' for the fifth time at age 72,fox
"""Kacey Musgraves, Kelsea Ballerini slam country radio station airplay rules for not playing women back-to-back""",fox
"""Fauci misled Trump administration on gain-of-function research in Wuhan, book claims""",fox
"""Omar, Tlaib say critics charge 'anti-Semitism' against them as way to end debate over Israel's policies""",fox
MSNBC's Ali Velshi says situation not 'generally speaking unruly' while standing outside burning building,fox
America's forgotten war with Russia: new documentary,fox
"""Civil rights veteran Bob Woodson rejects claims of 'systemic racism,' says black struggles issue of class""",fox
Marc Thiessen: Evils of socialism must be taught to young people,fox
"""Daryl Dragon, 'Captain' of pop band The Captain and Tennille, dead at 76""",fox
Los Angeles Angels star Mike Trout agrees to record 12-year contract,fox
"""California man arrested after violent assault, kidnapping of estranged girlfriend caught on doorbell footage""",fox
CNN’s John Harwood roasted for claiming there is ‘zero evidence’ tying Biden to his son’s wrongdoings,fox
Kentucky Derby excitement ramps up on race day,fox
"""New York Yankees' Brian Cashman faced Connecticut cop pointing gun at him, bodycam video shows""",fox
"""Jeffrey Epstein autopsy reveals broken bones in neck, cause of death pending: report""",fox
"""South Koreans 'hoarding' coronavirus masks could face jail time, hefty fines""",fox
Was Trump a great or a terrible president? Here's what a new poll says,fox
China should think twice before threatening to attack Americans,fox
Home destroyed in West Virginia blast,fox
Anti-Defamation League launches review of education content after Fox News Digital investigation,fox
"""Miss USA 2019 explains what happened during the swimsuit competition, reacts to Kim Kardashian studying law""",fox
Trump asks Supreme Court to void financial records subpoena,fox
NJ inmates at women's only prison pregnant after sex with 'another incarcerated person',fox
California close to approving $150K loans for illegal immigrants to help purchase homes,fox
"""Who is Brazil's socialist, ex-con candidate for president?""",fox
Buttigieg: Now is the only moment in history where my candidacy makes sense,fox
Gigi Hadid called as potential juror in Harvey Weinstein rape trial,fox
Carjackings at Philadelphia gas stations skyrocket this year: 'arm yourself',fox
"""Infant twins killed by Mexican cartel buried with mother, siblings as all 9 slain Americans are laid to rest""",fox
A closer look at Tom Brady's Hall of Fame timeline after seven-time Super Bowl winner announces retirement,fox
Just how safe are CBD products? Experts weigh in,fox
"""George Floyd, BLM protests take place on 3 continents""",fox
Nicki Minaj gains support on social media amid conflict with Biden officials over White House visit,fox
"""Trump rips 'Mini Mike' Bloomberg, NY Times after campaign bans 'third rate' Bloomberg News from campaign events""",fox
Perfectly preserved head of Ice Age wolf found in Siberia,fox
2020 Dems take shots at Biden in California convention; delegate slams 'outrageous' resolutions process,fox
"""Milley directs a review of US, Chinese military contacts, amid warning Beijing poses national security threat""",fox
Family of woman decapitated in Utah national park by swinging gate to get $10M in damages,fox
Deion Sanders believes Tom Brady’s Super Bowl wins record will stand: ‘This culture ain’t built like that’,fox
"""Average police officer salaries across US range from $19K to $131K, depending on location, statistics show""",fox
The Emotions singer Pamela Hutchinson dead at 61,fox
"""Jeb Bush wants a Trump 2020 challenger -- I say, bring it on""",fox
Suspect in shooting of All American wrestler near college campus freed from jail days before attack,fox
"""Navy SEAL found not guilty of murder, rank restored by Trump: Where is he now?""",fox
Former Obama finance adviser: 'I just don't recognize the Democratic Party right now',fox
Golf influencer Paige Spiranac reveals where she draws the line on her content,fox
Gisele Bündchen cries to Florida police about paparazzi 'stalking' her,fox
Trump rips Democrats as public impeachment hearings loom,fox
Obama-appointee gets Trump border lawsuit,fox
"""CNN analyst, Biden Institute adviser calls Trump Nazi-like -- for echoing 2011 Biden 'heritage' comment""",fox
"""Dwayne 'The Rock' Johnson returns to WWE for first time since 2019, hits wrestler with People's Elbow""",fox
Charles Barkley wishes Bo Nix wouldn’t have ‘poked the bear’ ahead of Iron Bowl,fox
Celebrity pair to send message to Jewish students after troubling incidents on Ivy League campus,fox
"""Delta plane fills with mist before takeoff, confuses passengers""",fox
Couple sues Planned Parenthood for child support after failed abortion,fox
"""Nationals’ Stephen Strasburg, who once signed record-breaking contract, has ‘severe nerve damage’: report""",fox
"""PA Dem in district that voted for Trump says he's a moderate, but voting record tells another story""",fox
Mike Rowe shares Veterans Day message: There are no 'trigger words' or safe spaces in the military,fox
"""Why Jimi Hendrix’s death at 27 is still shrouded in mystery, book reveals: ‘It was an avoidable accident’""",fox
Mom of child allegedly abused by CNN producer John Griffin is outraged by delayed arrest,fox
"""'Let boys be boys, let girls be girls and let's stop chopping down men,' says Kevin Sorbo, actor and writer""",fox
"""Texas woman shot dead in $200 gas station robbery, police say""",fox
"""Rep. Mark Green: I'm an ER doctor, here's why socialized medicine would be a total disaster for America""",fox
"""Wisconsin fugitive vanished before trial, hid for more than 3 years in cramped and cluttered makeshift bunker""",fox
Colorado father and son 3D printing their own Lamborghini,fox
Tony Orlando recalls how faith helped him cope with personal tragedies: ‘I was ashamed of disappointing God’,fox
"""Suspect in double slaying leaves behind recordings: 'In my movies, everybody always dies'""",fox
Kelsey Berreth's fiancé faces wrongful death lawsuit by her parents,fox
UNC-Chapel Hill deletes fellowship criteria excluding White people after civil rights complaint,fox
The FBI took her life savings. Now she’s fighting to help others get theirs back.,fox
DC handyman found decapitated behind home of suspect's sister,fox
"""Biden, Pelosi, other top Dems sent kids to private school but oppose school choice""",fox
"""Australia’s ‘ABC’ rings in New Year’s with an ‘embarrassing’ ‘woke’ bang, gets blasted as a 'disgrace'""",fox
Meghan Markle’s former ‘Suits’ co-star Patrick J. Adams congratulates duchess on first child,fox
Democrat Suozzi running for George Santos seat takes heat for 2019 post on ICE amid New York's migrant crisis,fox
King Charles seen 'teary' before cancer announcement: royal watcher,fox
"""Elizabeth Taylor’s assistant talks late star’s final years, why her estate is auctioning off personal items""",fox
"""Chicago police release graphic videos of Brighton Park shooting that left suspect dead, cop wounded""",fox
"""Latinos shifting to Trump because they have 'internalized racism,' journalist claims""",fox
Niger terror attack: ISIS-linked militants claim responsibility for massacre,fox
Judge unseals key filing in special counsel's election case against Trump,fox
"""Philadelphia pro-life liberal indicted by DOJ says Biden admin has 'pro-abortion,' 'prosecutorial' agenda""",fox
Howard Kurtz addresses Judge Jeanine's absence from Fox News Channel,fox
Kenny Omega makes surprise return to AEW,fox
'Jeopardy!' champ James Holzhauer's quest for all-time record sees stunning outcome in Monday show,fox
"""California attorney Lisa Bloom, husband, settle over misuse of COVID relief fund allegations""",fox
"""China's wet markets can include these bizarre, unusual items""",fox
"""Nadler announces sweeping document requests, says Trump obstructed justice""",fox
Biden administration under fire for Iran nuke and hostage deal that could net regime billions,fox
"""Missing Suzanne Morphew: Newly released docs reveal affairs, troubled marriage before disappearance""",fox
Steelers' T.J. Watt takes home NFL Defensive Player of the Year award,fox
"""Car hits 13 children, 4 seriously injured, in western Japan""",fox
Kristina Hernandez: Valentine's Day – Here's what moms want,fox
"""Shannen Doherty's cancer has spread: 'I'm not afraid of dying, I just don't want to die'""",fox
Elizabeth Banks suggests her 'Charlie's Angels' box office bomb is because men 'don't go see' female-led action films,fox
Minnesota resident's Christmas light display shamed for 'harmful impact' to community in anonymous letter,fox
Al Sharpton touts private jet before joining George Floyd's family as Chauvin trial concludes,fox
"""Mother of Daunte Wright's son, 2, 'really hurt' because he doesn't have a father after fatal police shooting""",fox
"""A look back at Queen Elizabeth II's children: King Charles III, Princess Anne, Prince Andrew and Prince Edward""",fox
Lloyd Austin: What to know about Biden administration's secretary of defense,fox
"""Trump goes on tear against ‘Lamestream Media,’ clashes with MSNBC hosts""",fox
"""FBI raises reward money for unsolved RNC, DNC pipe bomb attempt to $500K""",fox
"""GOP letter reveals FBI divisions over Clinton case decision, conflicting claims on Rosenstein controversy""",fox
Former USS Cole commander: Navy secretary's handling of Eddie Gallagher case warranted his firing,fox
Joe Burrow says the three and half years he spent with Ohio State were 'definitely tough',fox
Tyreek Hill’s decision between Jets and Dolphins wasn’t as close as advertised,fox
Miss USA Asya Branch on representing the US at Miss Universe: ‘I’m proud to be a part of the greatest nation’,fox
"""Texas dog helped fight off knife-wielding home intruder, family says""",fox
"""McDonald’s shares 'one-handed meal hack,' Instagram responds""",fox
"""After Prince Philip’s death, who will inherit his Duke of Edinburgh title?""",fox
NBA player reveals why he switched vote to LeBron James over Michael Jordan in GOAT debate,fox
Supreme Court rules in favor of Jan. 6 Capitol riot participant who challenged obstruction conviction,fox
Groom in China to sue 'friends' over wedding-day hazing that sent him to hospital: 'I was so tortured',fox
Guardian Angels see surge of new members as homeless population wreaks havoc on Upper West Side,fox
SOTU guest whose brother was murdered: Pelosi 'ripped our hearts out' with her actions,fox
"""James Patterson talks Jeffrey Epstein case, new book""",fox
"""Iceland 'sneaker waves' sweep away group of tourists moments after man hurt, prompting safety review""",fox
All the president’s men now being dragged into the impeachment drama,fox
Katie Pavlich: Dems should be 'careful about playing the gender card' in 2020 election,fox
ACM Awards 2021 promise country's biggest stars will perform with some major exceptions,fox
"""CNN's long history of pushing disinformation, here are five examples""",fox
‘Remember the Titans’ star Ethan Suplee shocks fans with massive weight loss transformation,fox
WATCH: House Democrat loses it over criticism of 'patriot' George Soros,fox
Trevor Bauer reacts after outing vs Dodgers minor leaguers: 'I'm still one of the best pitchers in the world',fox
Alaska Airlines removes kiosks that print boarding passes,fox
"""Hulk Hogan 'can’t feel his lower body' after another back surgery, Kurt Angle says""",fox
Covington High student's legal team sues Washington Post,fox
Jason Chaffetz: FBI deep state clear –  will FISA report finally lead to action?,fox
Dennis Quaid shows off Laura Savoie's engagement ring,fox
"""Wounded hero LA County sheriff's deputy ID'd, was librarian before joining force; reward increased to $200G""",fox
Martha MacCallum: Turley had a 'powerful moment' in his impeachment hearing testimony,fox
"""Jeffrey Epstein paid $350G to potential witnesses in sex trafficking case, prosecutors say""",fox
Veteran Marine Captain Frank 'Gus' Biggio: Why did I serve? Here's my answer,fox
"""Break liberals' grip on New York by splitting state into 3 regions, Republican proposes""",fox
Pro-life activist facing up to 11 years in prison: Peaceful protest 'makes you a felon' in Biden's DOJ,fox
Mardi Gras in 'Murder Capital': New Orleans residents concerned crime crisis creates 'fear factor',fox
Maine drivers stop to let 45 ducks cross road during rush-hour commute,fox
Trump to attend son's high school graduation Friday,fox
Pelosi says Trump's actions make Nixon's Watergate crimes look 'small',fox
"""Thai king officially crowned, kick-starting three-day long coronation ceremony""",fox
Who won the debate? Pence-Harris showdown draws range of opinions online,fox
"""Eagles’ political ad endorsing Kamala Harris for president is ‘counterfeit,’ NFL team says""",fox
Survivors and victims on shocking state-sanctioned organ harvesting in China,fox
'Marrying Millions' star Bill Hutchinson sued over allegations he repeatedly sexually assaulted teenage girl,fox
Meghan Markle and Prince Harry royal baby rumors prompt Buckingham Palace to issue rare statement,fox
Internal review shows aggravating factors in New Mexico officer's deadly shooting,fox
"""Twitter Files reveal Trump ban came after Michelle Obama, others pressured the company""",fox
"""Hillary Clinton, Democrats 'infuriating' in their efforts to 'cast doubt on legitimacy of President Trump,' Lisa Boothe says""",fox
White House trade adviser touts new jobs report: Trump is 'focused on job creation every day',fox
Nunes: Mueller report 'cherry-picked' information about mysterious Maltese Professor Mifsud,fox
Miami International Airport closes terminal as government shutdown bites,fox
Gianno Caldwell documents despair in Chicago: 'President Obama failed the black community',fox
"""Americans say Valentine's Day is more exciting than Christmas, according to new survey""",fox
Virginia Democratic Sen. Tim Kaine to run for re-election in 2024,fox
Best of 2019: Seven acts of kindness that went viral,fox
'Sonic the Hedgehog' speeds to $57M debut over holiday weekend,fox
Meet the American who founded the Grand Ole Opry: 'Remarkable visionary' George D. Hay,fox
"""UNCC shooting suspect indicted on murder, assault charges after 2 students killed, 4 others injured""",fox
Jim Jordan hits back after McCabe claims congressional leaders didn't object to Trump probe,fox
Lori Loughlin’s name missing from list of guilty pleas in admissions scam: What it could mean for the actress,fox
Billions wasted? Iraqi pilots claim pricey F-16 program is falling apart,fox
Asteroid the size of the Washington Monument will fly past Earth this month,fox
Arizona secretary of state calls to investigate Cochise County supervisors who refused to certify election,fox
EXCLUSIVE: Chicago subway video captures man being attacked by 11 teens,fox
A&W restaurant customers continue to line up as ‘whole roof was on fire’,fox
"""IG's report on alleged FISA abuse taking time likely because of potential 'broadened' scope, lawmaker claims""",fox
"""'Major' Montana storm promises several feet of snow and possible 'life threatening' situations, officials warn""",fox
CNN insiders take to social media to attack new conservative employee,fox
3 NHL stars announce their retirements on same day,fox
"""Walt Disney would be 'rolling over in his grave,' over company's 'wokeness,' Florida park goer says""",fox
"""James Patterson: Epstein case worse than Weinstein, Cosby allegations, others during #MeToo era""",fox
"""Ambien, other sleep aids get FDA's 'Black Box' warning label""",fox
"""Lori Loughlin's firing from ‘When Calls the Heart’ will not cancel show, producers say""",fox
